Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,num_comp
"Principal Scientist, Hematology",84.5,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,NY,1,6,0,0,0,0,0,0
Data Analyst,71.0,3.7,CALIBRE Systems,"Alexandria, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,VA,1,31,0,0,0,0,1,3
"Director - Data, Privacy and AI Governance",101.0,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,0,0,0,0,0,0
Data Scientist,107.0,3.5,Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,CA,1,51,1,0,1,1,0,1
Data Scientist,112.5,4.7,New England Biolabs,"Ipswich, MA","Ipswich, MA",201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,MA,1,46,1,0,0,0,1,3
Staff Machine Learning Engineer,181.0,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,CA,1,13,1,0,1,0,0,2
Information Security Data Analyst,61.0,3.7,Motorola Solutions,"Chicago, IL","Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,IL,1,92,1,0,1,0,0,3
Lead Data Engineer,205.0,4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,CA,1,10,1,0,1,1,0,3
Scientist Manufacturing - Kentucky BioProcessing,103.5,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,KY,0,145,0,0,0,0,0,0
Data Analytics Project Manager,63.0,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,1,169,0,0,0,0,1,0
Consultant - Analytics Consulting,62.5,3.0,Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,CT,0,39,0,0,0,0,1,3
Data Engineer,94.5,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,CA,1,7,1,0,1,1,1,0
Marketing Data Analyst,48.5,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,CA,1,34,0,0,0,0,1,0
Senior Scientist (Neuroscience),154.5,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,MA,1,10,1,0,0,0,1,3
Medical Laboratory Scientist,21.5,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,TX,0,43,0,0,0,1,0,0
Machine Learning Engineer - Regulatory,87.0,3.7,Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,KS,0,47,1,0,0,0,1,0
R&D Specialist/ Food Scientist,52.5,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,IL,0,-1,0,0,0,0,0,0
Data Engineer,64.5,3.2,Guidepoint,"New York, NY","New York, NY",501 to 1000 employees,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",0,0,NY,1,17,1,0,0,1,1,3
"Scientist, Bacteriology",111.5,2.1,Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,CA,1,-1,0,0,0,0,1,0
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",154.5,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,0,0,1,1,1,3
Senior Research Scientist-Machine Learning,124.0,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,0,0,0,0,0,0
Senior Data Scientist,128.5,4.4,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,IL,1,12,1,0,0,1,1,0
Clinical Laboratory Scientist,31.5,3.7,Vail Health,"Vail, CO","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,CO,1,54,0,0,0,0,0,0
Analytics Manager - Data Mart,64.0,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,CA,1,24,0,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),98.0,3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,TN,1,62,1,0,0,0,0,3
Data Scientist - Algorithms & Inference,142.5,4.2,Nuna,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,10,0,0,0,0,0,0
Senior Data Scientist - R&D Oncology,137.0,3.9,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,NY,0,107,1,0,0,0,0,3
Data Engineer,99.0,4.0,Pinnacol Assurance,"Denver, CO","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,CO,1,105,1,0,0,1,0,0
Food Scientist - Developer,54.0,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,WI,1,56,0,0,0,0,0,0
Senior Data Scientist,139.5,4.4,MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,0,0,MA,1,36,1,0,0,0,0,0
Data Engineer,109.0,3.4,MetroStar Systems,"Rockville, MD","Reston, VA",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,MD,0,21,0,0,0,1,0,0
"Director II, Data Science - GRM Actuarial",254.0,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IL,0,108,1,0,0,0,0,3
"Scientist, Molecular/Cellular Biologist",73.0,2.9,Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",201 to 500 employees,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,0,CA,0,8,0,0,0,0,0,3
Staff Scientist-Downstream Process Development,81.0,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,MD,1,59,0,0,0,0,1,0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,27.5,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,DE,0,85,0,0,0,0,0,0
Scientist - Analytical Services,99.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Associate Data Analyst- Graduate Development Program,45.5,3.3,National Interstate,"Richfield, OH","Richfield, OH",501 to 1000 employees,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,OH,1,31,0,0,0,0,0,0
Sr. Data Engineer,122.5,4.5,Moser Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,IN,1,24,1,0,1,1,0,0
Senior Insurance Data Scientist,140.0,3.9,TransUnion,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,0,0,IL,1,52,1,0,0,0,1,0
Senior Data Science Systems Engineer,77.5,3.2,MITRE,"Hampton, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,VA,0,62,0,0,0,0,0,3
ENVIRONMENTAL ENGINEER/SCIENTIST,26.5,3.3,Mcphail Associates,"Cambridge, MA","Cambridge, MA",1 to 50 employees,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,1,1,MA,1,44,0,0,0,0,1,0
Senior Scientist - Regulatory Submissions,117.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Scientist - Biomarker and Flow Cytometry,70.5,2.4,Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,CA,1,14,0,0,0,0,0,0
Revenue Analytics Manager,61.5,4.8,HOVER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,CA,1,9,0,0,0,0,1,0
"Associate Scientist, LC/MS Biologics",70.0,2.9,Q2 Solutions,"Ithaca, NY","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,NY,0,5,0,0,0,0,1,0
Sr. Scientist Method Development,80.0,2.9,Q2 Solutions,"Marietta, GA","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,GA,0,5,0,0,0,0,1,0
IT - Data Engineer II,90.0,3.4,Arbella Insurance,"Quincy, MA","Quincy, MA",1001 to 5000 employees,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,MA,1,32,0,0,1,0,1,0
"Research Scientist, Immunology - Cancer Biology",120.0,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,MA,0,-1,0,0,0,0,1,0
"Project Scientist - Auton Lab, Robotics Institute",73.5,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,0,0,0,0,1,0
Data Scientist,91.0,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,FL,1,36,1,0,0,0,1,0
Data Scientist,155.0,5.0,BPA Services,"Washington, DC","Alexandria, VA",Unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,DC,0,-1,0,0,0,1,1,0
"Enterprise Architect, Data",129.5,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,1,0,1,1,1,0
"Senior Manager, Epidemiologic Data Scientist",167.5,4.0,Pfizer,"New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,NY,1,171,0,0,0,1,1,0
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,60.0,3.8,Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,WI,1,150,0,0,0,1,1,3
Lead Data Scientist,180.0,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,CA,1,11,1,0,0,0,1,0
"Marketing Data Analyst, May 2020 Undergrad",65.0,3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,NY,1,18,0,0,0,0,1,3
Senior Data Engineer,112.5,4.3,Genesys,"Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,NC,0,30,1,0,1,1,0,3
Senior Data Analyst,87.5,1.9,Moda Operandi,"New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,NY,1,10,1,0,0,0,1,3
Data Modeler - Data Solutions Engineer,51.5,3.3,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IN,0,108,1,0,0,0,1,3
Associate Environmental Scientist - Wildlife Biologist,51.0,4.7,QK,"Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,CA,0,48,0,0,0,0,1,0
"Associate, Data Science, Internal Audit",62.5,3.1,Santander,"Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,MA,0,164,1,0,0,0,1,0
Sr Data Engineer (Sr BI Developer),100.0,3.4,Tivity Health,"Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,AZ,0,39,0,0,0,0,0,0
Data Engineer,85.0,4.4,BRMi,"Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,VA,0,16,1,0,1,1,0,0
Senior LiDAR Data Scientist,122.0,3.9,Luminar Technologies,"Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,FL,1,8,1,0,0,1,0,0
Salesforce Analytics Consultant,66.5,3.9,"Emtec, Inc.","Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,IL,0,25,1,0,0,0,0,0
"Technology-Minded, Data Professional Opportunities",70.5,4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,MO,1,18,0,0,1,0,1,0
Senior Data Engineer,138.5,4.7,Praetorian,"Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,TX,1,10,1,0,1,0,0,0
Managing Data Scientist/ML Engineer,107.5,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,MA,0,77,0,0,1,0,1,3
"Scientist, Pharmacometrics",120.5,3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,MA,1,12,0,0,0,0,0,0
Staff Scientist- Upstream PD,81.0,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,MD,1,59,0,0,0,0,0,0
Scientist Manufacturing Pharma - Kentucky BioProcessing,103.5,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,KY,0,145,0,0,0,0,0,0
Sr. Data Engineer,107.5,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,IL,1,15,0,0,0,0,0,3
Lead Big Data Engineer,162.0,4.0,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,CA,0,13,1,0,1,1,1,2
Product Engineer – Spatial Data Science and Statistical Analysis,68.5,3.5,Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,CA,1,51,1,0,1,0,1,1
Sr Software Engineer (Data Scientist),110.5,3.4,Assurant,"Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,OH,0,42,0,0,0,0,1,3
College Hire - Data Scientist - Open to December 2019 Graduates,81.0,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,IL,0,95,0,0,0,0,0,3
Senior Data Scientist,130.0,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,IL,1,27,1,0,1,0,1,3
Sr. Data Engineer (ETL Developer),115.5,3.7,F&G,"Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,IA,1,-1,1,0,0,0,1,0
Senior Data Scientist Artificial Intelligence,80.5,3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,1,55,0,0,0,0,0,3
Analytics - Business Assurance Data Analyst,43.0,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,IA,1,28,0,0,0,0,1,0
"Associate Director/Director, Safety Scientist",140.0,4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,MA,1,17,0,0,0,0,1,0
"Senior Scientist, Cell Pharmacology/Assay Development",120.0,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,MA,0,-1,0,0,0,0,0,0
Data Analyst Senior,66.5,3.0,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,PA,1,37,0,0,0,0,1,3
Lead Data Engineer (Python),94.5,4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,CA,0,14,1,0,0,1,0,0
Senior Data Scientist 4 Artificial Intelligence,119.0,3.8,PNNL,"Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,0,55,0,0,0,0,0,3
Medical Lab Scientist - MLT,25.0,3.2,Catholic Health Initiatives,"Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,NE,0,24,0,0,0,0,0,2
"Senior Operations Data Analyst, Call Center Operations",13.5,2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,TN,0,20,0,0,0,0,1,0
"Director II, Data Science - GRS Predictive Analytics",194.5,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IL,0,108,1,0,0,0,0,3
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,71.5,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,TX,1,73,1,0,0,1,1,3
Geospatial Software Developer and Data Scientist,105.5,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,TX,1,-1,1,0,0,1,0,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),74.0,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Systems Engineer II - Data Analyst,62.5,3.7,Raytheon,"Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,AL,0,98,0,0,0,0,1,0
Senior Research Analytical Scientist-Non-Targeted Analysis,65.5,4.3,RTI International,"Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,NC,0,62,0,0,0,0,0,3
Director Data Science,161.5,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,NJ,1,31,1,0,0,1,1,0
Sr Data Analyst - IT,72.5,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,PA,1,17,0,0,0,0,1,2
Senior Data Engineer,139.0,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,CA,1,12,1,0,0,1,1,0
Senior Data Engineer,136.5,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,CA,1,13,0,0,0,0,0,2
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,74.5,3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,NY,1,18,1,0,1,0,0,3
Senior Scientist - Biostatistician,80.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Data Scientist,75.5,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,NM,0,150,1,0,0,0,1,0
Data Scientist,143.5,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,MO,1,4,1,0,1,0,0,2
Data Scientist,101.0,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,VA,0,6,1,0,0,0,0,0
Data Engineer,92.0,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,1,169,1,0,1,0,1,0
Computational Chemist/Data Scientist,76.5,3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,1,55,1,0,0,0,0,3
